mouth_width_norm_mean,mouth_width_norm_std,mouth_width_norm_min,mouth_width_norm_max,mouth_height_norm_mean,mouth_height_norm_std,mouth_height_norm_min,mouth_height_norm_max,mouth_ratio_mean,mouth_ratio_std,mouth_ratio_min,mouth_ratio_max,mouth_area_norm_mean,mouth_area_norm_std,mouth_area_norm_min,mouth_area_norm_max,mouth_velocity_norm_mean,mouth_velocity_norm_std,mouth_velocity_norm_min,mouth_velocity_norm_max,num_detected_frames,detection_rate,video_path,video_id,label,source
0.9995281158637824,0.0,0.9995281158637824,0.9995281158637824,0.010868198484275707,0.0,0.010868198484275707,0.010868198484275707,0.010873329284176583,0.0,0.010873329284176583,0.010873329284176583,0.010863069953821714,0.0,0.010863069953821714,0.010863069953821714,0.0,0.0,0.0,0.0,1,0.05,/home/maria/Desktop/ΑΙ/2nd Semester/2. Multimodal/Final Project/mavosdd-audiovisual-deepfake-detection/data/raw/real/-1_SwSYMu2A_12_1.mp4,-1_SwSYMu2A_12_1.mp4,0,real
0.9961416504664414,0.0,0.9961416504664414,0.9961416504664414,0.08957945156109455,0.0,0.08957945156109455,0.08957945156109455,0.08992641782714932,0.0,0.08992641782714932,0.08992641782714932,0.08923382272594738,0.0,0.08923382272594738,0.08923382272594738,0.0,0.0,0.0,0.0,1,0.05,/home/maria/Desktop/ΑΙ/2nd Semester/2. Multimodal/Final Project/mavosdd-audiovisual-deepfake-detection/data/raw/real/-1_SwSYMu2A_16_1.mp4,-1_SwSYMu2A_16_1.mp4,0,real
0.9914492661527613,0.011316005234762738,0.9614198219134769,0.999659062306865,0.10246335077486064,0.07842779359110891,0.004217107095763339,0.27723151572946914,0.10422786035771413,0.08139324680170472,0.004237082845150921,0.28835634635067714,0.10074983080703157,0.07558066339153797,0.004197225383527729,0.2665358744814294,0.2588012105059412,0.18447082472403983,0.0,0.6399124867734635,14,0.7,/home/maria/Desktop/ΑΙ/2nd Semester/2. Multimodal/Final Project/mavosdd-audiovisual-deepfake-detection/data/raw/real/-1_SwSYMu2A_18_2.mp4,-1_SwSYMu2A_18_2.mp4,0,real
0.9856255665901104,0.012688083439402875,0.9424273204299972,1.0,0.15516554841781394,0.08270483500207676,0.0029853951579724898,0.34493074185737865,0.1584384481844944,0.08633292110265815,0.0029853950444725247,0.36600247398143493,0.15199532113422687,0.07932874630673596,0.0029853951579724898,0.32507215478258045,0.2871189522805076,0.22545963842705774,0.0,0.9604713540696297,20,1.0,/home/maria/Desktop/ΑΙ/2nd Semester/2. Multimodal/Final Project/mavosdd-audiovisual-deepfake-detection/data/raw/real/-1_SwSYMu2A_19_1.mp4,-1_SwSYMu2A_19_1.mp4,0,real
0.9701317063995273,0.025921275963322558,0.9165063160059594,1.0,0.2349742632671973,0.12464076468395842,0.0015536726577646872,0.400296439166428,0.24547880864023486,0.134443576437731,0.001553672594116325,0.43676340558519516,0.22507236828031174,0.11571816665244004,0.0015536726577646872,0.370598783419972,0.10803872496089277,0.0723842026332552,0.0,0.26833138024794717,20,1.0,/home/maria/Desktop/ΑΙ/2nd Semester/2. Multimodal/Final Project/mavosdd-audiovisual-deepfake-detection/data/raw/real/-1_SwSYMu2A_29_1.mp4,-1_SwSYMu2A_29_1.mp4,0,real
0.999897118223851,0.0001825683811513547,0.999465212874246,1.0,0.0026818467061415123,0.0013471470118169068,0.001384578049458627,0.004787708092822171,0.002682242087540425,0.0013476350458725421,0.0013846426636127671,0.004787707902506652,0.0026814514027059346,0.0013466595552124184,0.0013845133847060064,0.004787708092822171,0.3574862298014644,0.5506055070033928,0.0,1.3949458298522506,7,0.35,/home/maria/Desktop/ΑΙ/2nd Semester/2. Multimodal/Final Project/mavosdd-audiovisual-deepfake-detection/data/raw/real/-1_SwSYMu2A_36_1.mp4,-1_SwSYMu2A_36_1.mp4,0,real
0.9918374788187055,0.013283871305540845,0.9549700438347634,1.0,0.08074201789880608,0.09774419569537467,0.007507511266030948,0.3115744227408739,0.0827120331394704,0.10155372811257089,0.007507510774346717,0.3262661594567152,0.07884150226465136,0.09410863766406811,0.007507511266030948,0.29754424014264336,6.862163150498523,7.6461946963779885,0.0,17.237929534563772,14,0.7,/home/maria/Desktop/ΑΙ/2nd Semester/2. Multimodal/Final Project/mavosdd-audiovisual-deepfake-detection/data/raw/real/-1_SwSYMu2A_39_1.mp4,-1_SwSYMu2A_39_1.mp4,0,real
0.9928496658123541,0.01723645781301538,0.9385543777873714,1.0,0.05931049215727062,0.10283832231874655,0.0034748917006649496,0.3491806278436887,0.0614463126404091,0.10876244079999409,0.0034748913789004196,0.37204088051493295,0.05730251512391161,0.09734989570316543,0.0034748917006649496,0.32772500690123696,0.3566273858345538,0.2582017118767424,0.0,0.821034614966547,11,0.55,/home/maria/Desktop/ΑΙ/2nd Semester/2. Multimodal/Final Project/mavosdd-audiovisual-deepfake-detection/data/raw/real/-1_SwSYMu2A_40_1.mp4,-1_SwSYMu2A_40_1.mp4,0,real
0.9876703855313034,0.007890857791934458,0.9793070115447682,1.0,0.13305242983562096,0.07030949729423179,0.005265394230187107,0.20912844497420516,0.13526455518153552,0.07181131030566398,0.00526539405008297,0.21354737085814718,0.1308801071693565,0.0688427697406917,0.005265394230187107,0.2048009524766934,0.07644177606234817,0.058658399711943525,0.0,0.1788386527109217,5,0.25,/home/maria/Desktop/ΑΙ/2nd Semester/2. Multimodal/Final Project/mavosdd-audiovisual-deepfake-detection/data/raw/real/-1_SwSYMu2A_44_1.mp4,-1_SwSYMu2A_44_1.mp4,0,real
0.9832040218763987,0.014660921837829098,0.9593973044150629,0.998172584465843,0.100987653453478,0.11006170209711041,0.0018514677187545657,0.28349134082243355,0.10442014521116506,0.11495936032252706,0.001854857283268781,0.2954889864635062,0.09768348668893209,0.10537200499118961,0.0018480843178843235,0.27198082821005465,0.20638304316570302,0.17465319012211644,0.0,0.4418798393495401,4,0.2,/home/maria/Desktop/ΑΙ/2nd Semester/2. Multimodal/Final Project/mavosdd-audiovisual-deepfake-detection/data/raw/real/04PmEJaYKd0_112_2.mp4,04PmEJaYKd0_112_2.mp4,0,real
